Opportunity(Default),kc_num,min_opp,mean_opp
102,3,102,161.33333
132,3,102,161.33333
360,2,119,239.5
133,3,75,153.0
75,3,75,153.0
361,2,120,240.5
134,3,76,154.0
76,3,76,154.0
55,3,55,148.33333
136,3,55,148.33333
103,3,103,165.0
137,3,103,165.0
63,2,63,168.5
362,2,121,241.5
77,3,77,157.0
138,3,77,157.0
64,2,64,169.5
363,2,122,242.5
78,3,78,158.0
139,3,78,158.0
104,3,104,164.0
135,3,104,164.0
136,3,79,156.33333
79,3,79,156.33333
137,3,80,157.33333
80,3,80,157.33333
105,3,105,167.66667
140,3,105,167.66667
364,2,123,243.5
81,3,81,160.33333
141,3,81,160.33333
365,2,124,244.5
82,3,82,161.33333
142,3,82,161.33333
106,3,106,166.66667
138,3,106,166.66667
366,2,112,239.0
367,2,125,246.0
139,3,83,159.66667
83,3,83,159.66667
368,2,113,240.5
369,2,126,247.5
140,3,84,160.66667
84,3,84,160.66667
107,3,107,170.33333
143,3,107,170.33333
144,3,6,137.33333
6,3,6,137.33333
370,2,114,242.0
26,2,26,153.0
85,3,85,164.33333
145,3,85,164.33333
371,2,115,243.0
27,2,27,154.0
86,3,86,165.33333
146,3,86,165.33333
108,3,108,169.33333
141,3,108,169.33333
30,2,30,211.5
372,2,127,249.5
142,3,87,163.0
87,3,87,163.0
373,2,128,250.5
143,3,88,164.0
88,3,88,164.0
109,3,109,173.66667
147,3,109,173.66667
110,3,110,174.66667
148,3,110,174.66667
374,2,129,251.5
89,3,89,168.33333
149,3,89,168.33333
111,3,111,172.33333
144,3,111,172.33333
65,2,65,175.0
375,2,130,252.5
145,3,90,166.0
90,3,90,166.0
268,3,112,214.66667
112,3,112,214.66667
377,2,119,248.0
125,2,96,110.5
6,2,6,32.5
16,2,16,160.0
7,2,7,33.5
113,3,113,175.0
146,3,113,175.0
270,3,114,217.0
114,3,114,217.0
271,3,32,190.33333
32,3,32,190.33333
420,2,132,276.0
421,2,133,277.0
272,3,33,191.33333
33,3,33,191.33333
273,3,23,188.66667
23,3,23,188.66667
274,3,115,220.0
115,3,115,220.0
275,3,32,193.0
32,3,32,193.0
276,3,56,201.66667
56,3,56,201.66667
66,2,66,196.0
101,2,101,261.5
67,2,67,197.0
102,2,102,262.5
277,3,20,190.33333
20,3,20,190.33333
116,3,116,179.33333
147,3,116,179.33333
148,3,24,149.33333
24,3,24,149.33333
103,2,103,263.5
104,2,104,264.5
149,3,21,149.0
21,3,21,149.0
426,2,134,280.0
150,3,92,173.33333
92,3,92,173.33333
105,2,105,266.0
151,3,22,150.66667
22,3,22,150.66667
278,3,117,225.0
117,3,117,225.0
152,3,25,152.66667
25,3,25,152.66667
279,3,57,206.0
57,3,57,206.0
31,2,31,220.0
37,2,37,184.5
280,3,93,218.66667
93,3,93,218.66667
106,2,106,267.0
153,3,118,140.33333
150,3,118,140.33333
119,3,119,183.66667
151,3,119,183.66667
429,2,135,282.0
430,2,136,283.0
94,3,94,133.33333
152,3,94,133.33333
431,2,137,284.0
95,3,95,176.66667
153,3,95,176.66667
120,3,120,185.66667
154,3,120,185.66667
121,3,121,186.66667
155,3,121,186.66667
58,3,58,166.33333
156,3,58,166.33333
59,3,59,167.33333
157,3,59,167.33333
60,3,60,168.33333
158,3,60,168.33333
61,3,61,169.33333
159,3,61,169.33333
432,2,138,285.0
433,2,139,286.0
96,3,96,181.66667
160,3,96,181.66667
122,3,122,191.0
161,3,122,191.0
123,3,123,192.0
162,3,123,192.0
434,2,140,287.0
97,3,97,184.0
163,3,97,184.0
435,2,141,288.0
436,2,142,289.0
98,3,98,139.0
164,3,98,139.0
107,2,107,272.0
156,3,26,155.33333
26,3,26,155.33333
293,3,124,234.0
124,3,124,234.0
157,3,23,155.33333
23,3,23,155.33333
68,2,68,205.0
438,2,143,290.5
294,3,99,226.66667
99,3,99,226.66667
108,2,108,273.5
158,3,27,157.66667
27,3,27,157.66667
295,3,125,236.33333
125,3,125,236.33333
69,2,69,210.0
113,2,113,285.0
70,2,70,211.0
458,2,157,307.5
459,2,158,308.5
460,2,159,309.5
461,2,160,310.5
71,2,71,213.5
63,3,20,41.0
40,3,20,41.0
72,2,72,214.5
73,2,73,215.5
8,2,8,14.5
114,2,114,289.5
115,2,115,290.5
467,2,161,314.0
116,2,116,292.0
9,2,9,36.5
469,2,162,315.5
10,2,10,37.5
117,2,117,293.5
11,2,11,38.5
118,2,118,294.5
12,2,12,39.5
119,2,119,295.5
74,2,74,220.5
120,3,18,203.66667
18,3,18,203.66667
75,2,75,221.5
121,3,19,204.66667
19,3,19,204.66667
28,2,28,198.5
475,2,163,319.0
476,2,164,320.0
477,2,165,321.0
122,2,122,300.0
171,3,1,162.33333
1,3,1,162.33333
172,3,28,172.0
28,3,28,172.0
173,3,29,173.0
29,3,29,173.0
131,2,131,315.0
174,3,30,174.0
30,3,30,174.0
175,3,2,165.33333
2,3,2,165.33333
132,2,132,316.0
176,3,31,175.66667
31,3,31,175.66667
133,2,133,317.0
177,3,32,176.66667
32,3,32,176.66667
312,3,2,212.0
2,3,2,212.0
32,2,32,240.0
78,2,78,238.5
134,2,134,318.0
313,3,33,223.0
33,3,33,223.0
79,2,79,239.5
135,2,135,319.0
314,3,34,224.0
34,3,34,224.0
168,3,3,162.0
3,3,3,162.0
136,2,136,320.0
137,3,20,220.66667
20,3,20,220.66667
35,3,35,173.33333
169,3,35,173.33333
138,2,138,322.0
139,3,21,222.33333
21,3,21,222.33333
36,3,36,174.33333
170,3,36,174.33333
171,3,4,164.33333
4,3,4,164.33333
33,2,33,245.0
508,2,169,338.5
509,2,170,339.5
103,3,103,198.0
172,3,103,198.0
178,3,5,169.33333
5,3,5,169.33333
510,2,171,340.5
179,3,104,203.0
104,3,104,203.0
172,2,172,341.5
180,3,105,204.0
105,3,105,204.0
320,3,6,218.0
6,3,6,218.0
80,2,80,243.0
512,2,173,342.5
321,3,106,252.0
106,3,106,252.0
81,2,81,244.0
513,2,174,343.5
322,3,107,253.0
107,3,107,253.0
173,3,7,167.66667
7,3,7,167.66667
514,2,175,344.5
515,2,176,345.5
108,3,108,202.0
174,3,108,202.0
325,3,3,219.66667
3,3,3,219.66667
82,2,82,245.5
140,2,140,328.0
326,3,37,231.66667
37,3,37,231.66667
181,3,4,172.66667
4,3,4,172.66667
517,2,177,347.0
182,3,109,208.33333
109,3,109,208.33333
518,2,178,348.0
183,3,110,209.33333
110,3,110,209.33333
327,3,5,222.66667
5,3,5,222.66667
519,2,179,349.0
328,3,39,234.66667
39,3,39,234.66667
338,3,48,238.33333
329,3,48,238.33333
520,2,180,350.0
175,3,6,170.33333
6,3,6,170.33333
521,2,181,351.0
111,3,111,206.0
176,3,111,206.0
522,2,182,352.0
112,3,112,207.0
177,3,112,207.0
333,3,1,224.33333
1,3,1,224.33333
334,3,113,262.33333
113,3,113,262.33333
335,3,62,246.0
62,3,62,246.0
336,3,63,247.0
63,3,63,247.0
337,3,114,264.66667
114,3,114,264.66667
338,3,2,228.0
2,3,2,228.0
339,3,3,229.0
3,3,3,229.0
38,2,38,226.0
340,3,4,230.0
4,3,4,230.0
523,2,183,353.0
341,3,115,267.66667
115,3,115,267.66667
39,2,39,227.5
29,2,29,223.0
184,3,5,179.0
5,3,5,179.0
185,3,6,180.0
6,3,6,180.0
186,3,64,200.0
64,3,64,200.0
34,2,34,262.5
524,2,184,354.0
525,2,185,355.0
187,3,116,218.0
116,3,116,218.0
526,2,186,356.0
188,3,117,219.0
117,3,117,219.0
178,3,7,175.66667
7,3,7,175.66667
34,3,34,185.33333
179,3,34,185.33333
141,2,141,334.0
38,3,38,187.33333
180,3,38,187.33333
142,2,142,335.0
39,3,39,188.33333
181,3,39,188.33333
189,3,8,183.33333
8,3,8,183.33333
190,3,35,193.0
35,3,35,193.0
143,2,143,336.0
191,3,40,195.33333
40,3,40,195.33333
144,2,144,337.0
192,3,41,196.33333
41,3,41,196.33333
145,2,145,338.0
193,3,9,186.33333
9,3,9,186.33333
194,3,10,187.33333
10,3,10,187.33333
195,3,11,188.33333
11,3,11,188.33333
532,2,187,359.5
196,3,118,224.66667
118,3,118,224.66667
346,3,7,238.0
7,3,7,238.0
35,2,35,271.5
533,2,188,360.5
347,3,119,276.0
119,3,119,276.0
534,2,189,361.5
348,3,120,277.0
120,3,120,277.0
535,2,190,362.5
349,3,121,278.0
121,3,121,278.0
350,3,12,242.33333
12,3,12,242.33333
351,3,122,279.66667
122,3,122,279.66667
36,2,36,273.5
536,2,191,363.5
352,3,123,280.66667
123,3,123,280.66667
197,3,8,191.0
8,3,8,191.0
146,2,146,341.5
198,3,42,203.0
42,3,42,203.0
147,2,147,342.5
199,3,43,204.0
43,3,43,204.0
200,3,9,193.33333
9,3,9,193.33333
37,2,37,277.0
148,2,148,343.5
201,3,44,205.66667
44,3,44,205.66667
149,2,149,344.5
202,3,45,206.66667
45,3,45,206.66667
182,3,8,181.0
8,3,8,181.0
38,2,38,279.0
150,2,150,345.5
151,2,151,346.5
46,3,46,194.33333
183,3,46,194.33333
184,3,9,182.66667
9,3,9,182.66667
152,2,152,347.5
153,2,153,348.5
47,3,47,196.0
185,3,47,196.0
186,3,10,133.0
10,3,10,133.0
204,3,36,204.66667
36,3,36,204.66667
205,3,11,197.0
11,3,11,197.0
39,2,39,284.5
154,2,154,349.5
206,3,48,210.0
48,3,48,210.0
357,3,13,249.0
13,3,13,249.0
378,3,49,261.66667
358,3,49,261.66667
359,3,14,250.66667
14,3,14,250.66667
40,2,40,239.0
360,3,15,251.66667
15,3,15,251.66667
40,2,40,286.5
381,3,50,264.0
361,3,50,264.0
546,2,192,369.0
362,3,40,261.33333
40,3,40,261.33333
547,2,193,370.0
41,2,41,241.0
30,2,30,236.5
363,3,16,254.0
16,3,16,254.0
364,3,37,261.66667
37,3,37,261.66667
155,2,155,351.5
365,3,49,266.33333
49,3,49,266.33333
31,2,31,238.5
1,2,1,1.5
2,2,2,3.0
1,3,1,1.0
1,3,1,1.0
3,2,3,3.0
4,2,4,4.0
2,3,1,1.66667
1,3,1,1.66667
5,2,5,6.0
6,2,6,7.0
1,3,1,1.33333
1,3,1,1.33333
85,2,85,268.0
3,2,3,5.0
4,2,4,6.0
86,2,86,269.0
158,2,158,355.0
1,2,1,3.0
159,2,159,356.0
1,2,1,3.5
2,3,1,1.66667
1,3,1,1.66667
9,2,9,9.0
1,2,1,5.5
2,2,2,6.5
2,2,2,7.0
3,3,1,2.33333
1,3,1,2.33333
3,2,3,8.0
3,2,3,8.5
4,3,2,3.33333
2,3,2,3.33333
1,2,1,5.0
1,2,1,5.5
2,3,2,2.66667
3,3,2,2.66667
4,2,4,9.5
4,2,4,10.0
4,3,3,3.66667
3,3,3,3.66667
1,2,1,3.0
2,2,2,3.5
5,3,2,4.0
2,3,2,4.0
5,2,5,7.5
6,2,6,8.5
5,2,5,5.0
9,2,9,10.5
10,2,10,11.5
6,2,6,6.0
12,2,12,13.0
14,2,14,14.5
7,2,7,7.0
16,2,16,16.0
18,2,17,17.5
6,3,4,5.33333
4,3,4,5.33333
2,2,2,6.5
136,3,136,245.66667
207,3,136,245.66667
137,3,137,246.66667
208,3,137,246.66667
554,2,195,374.5
209,3,125,243.33333
125,3,125,243.33333
555,2,196,375.5
556,2,125,340.5
138,3,138,248.33333
210,3,138,248.33333
139,3,139,249.33333
211,3,139,249.33333
41,2,41,295.5
557,2,197,377.0
558,2,198,378.0
559,2,199,379.0
399,3,126,245.66667
212,3,126,245.66667
560,2,200,380.0
213,3,127,246.66667
127,3,127,246.66667
140,3,140,233.66667
187,3,140,233.66667
141,3,141,234.66667
188,3,141,234.66667
561,2,201,381.0
41,3,41,202.0
189,3,41,202.0
42,3,42,203.0
190,3,42,203.0
142,3,142,237.0
191,3,142,237.0
143,3,143,238.0
192,3,143,238.0
87,2,87,273.0
564,2,202,383.0
128,3,128,233.66667
193,3,128,233.66667
565,2,203,384.0
129,3,129,234.66667
194,3,129,234.66667
88,2,88,274.5
566,2,204,385.0
144,3,144,253.0
214,3,144,253.0
145,3,145,254.0
215,3,145,254.0
567,2,205,386.0
43,3,43,220.66667
216,3,43,220.66667
89,2,89,275.5
568,2,206,387.0
217,3,130,250.33333
130,3,130,250.33333
160,2,160,364.5
146,3,146,256.33333
218,3,146,256.33333
147,3,147,257.33333
219,3,147,257.33333
570,2,207,388.5
220,3,131,252.66667
131,3,131,252.66667
571,2,208,389.5
382,3,148,312.66667
148,3,148,312.66667
383,3,32,274.66667
32,3,32,274.66667
42,2,42,303.5
90,2,90,277.5
572,2,209,390.5
384,3,132,308.66667
132,3,132,308.66667
161,2,161,367.0
162,2,162,368.0
385,3,44,280.0
44,3,44,280.0
575,2,210,392.5
91,2,91,278.5
576,2,211,393.5
149,3,149,260.66667
221,3,149,260.66667
222,3,33,222.66667
33,3,33,222.66667
163,2,163,370.0
223,3,52,229.66667
52,3,52,229.66667
578,2,212,395.0
224,3,133,257.33333
133,3,133,257.33333
386,3,155,324.0
155,3,155,324.0
387,3,1,273.33333
1,3,1,273.33333
1,2,1,291.5
2,2,2,292.5
3,2,3,293.5
1,2,1,293.0
2,2,2,294.0
3,2,3,295.0
388,4,1,222.25
67,4,1,222.25
1,4,1,222.25
389,4,2,223.25
68,4,2,223.25
2,4,2,223.25
390,4,1,208.25
7,4,1,208.25
1,4,1,208.25
391,4,2,209.25
8,4,2,209.25
2,4,2,209.25
4,2,4,296.0
5,2,5,297.0
392,3,156,328.33333
156,3,156,328.33333
393,3,2,277.66667
2,3,2,277.66667
394,4,9,227.75
69,4,9,227.75
9,4,9,227.75
4,2,4,297.0
395,4,3,211.75
9,4,3,211.75
3,4,3,211.75
5,2,5,298.0
396,4,10,229.25
70,4,10,229.25
10,4,10,229.25
397,4,4,213.25
10,4,4,213.25
4,4,4,213.25
6,2,6,299.0
6,2,6,299.5
7,2,7,300.5
398,3,157,332.66667
157,3,157,332.66667
399,3,3,282.0
3,3,3,282.0
7,2,7,301.0
8,2,8,302.0
9,2,9,303.0
400,4,17,233.25
71,4,17,233.25
17,4,17,233.25
401,4,18,234.25
72,4,18,234.25
18,4,18,234.25
402,4,5,216.25
11,4,5,216.25
5,4,5,216.25
403,4,6,217.25
12,4,6,217.25
6,4,6,217.25
8,2,8,303.0
9,2,9,304.0
10,2,10,305.0
404,3,158,337.0
158,3,158,337.0
405,3,4,286.33333
4,3,4,286.33333
10,2,10,305.5
11,2,11,306.5
12,2,12,307.5
406,4,25,238.75
73,4,25,238.75
25,4,25,238.75
407,4,26,239.75
74,4,26,239.75
26,4,26,239.75
408,4,7,220.25
13,4,7,220.25
7,4,7,220.25
409,4,8,221.25
14,4,8,221.25
8,4,8,221.25
11,2,11,307.5
12,2,12,308.5
455,3,159,341.33333
410,3,159,341.33333
411,3,160,342.33333
160,3,160,342.33333
13,2,13,309.5
412,4,32,244.0
75,4,32,244.0
32,4,32,244.0
14,2,14,310.5
413,4,33,245.0
76,4,33,245.0
33,4,33,245.0
15,2,15,311.5
459,4,36,240.0
414,4,36,240.0
36,4,36,240.0
460,4,37,241.0
415,4,37,241.0
37,4,37,241.0
16,2,16,312.5
17,2,17,313.5
1,2,1,1.0
1,3,1,1.0
1,3,1,1.0
2,3,2,2.0
2,3,2,2.0
3,3,3,3.0
3,3,3,3.0
4,3,1,3.0
1,3,1,3.0
5,3,4,4.66667
5,3,4,4.66667
6,3,5,5.66667
6,3,5,5.66667
7,3,2,5.33333
2,3,2,5.33333
8,3,6,7.33333
8,3,6,7.33333
9,3,7,8.33333
9,3,7,8.33333
10,3,3,7.66667
3,3,3,7.66667
11,3,1,7.66667
1,3,1,7.66667
1,2,1,5.0
12,3,8,10.66667
12,3,8,10.66667
13,3,9,11.66667
13,3,9,11.66667
2,2,2,6.5
14,3,10,12.66667
14,3,10,12.66667
15,3,4,11.33333
4,3,4,11.33333
16,3,1,9.33333
1,3,1,9.33333
17,3,2,10.33333
2,3,2,10.33333
18,3,3,11.33333
3,3,3,11.33333
5,3,4,9.33333
4,3,4,9.33333
20,3,14,16.66667
16,3,14,16.66667
3,2,3,9.5
21,3,15,17.66667
17,3,15,17.66667
4,2,4,10.5
22,3,16,18.66667
18,3,16,18.66667
19,3,6,16.0
6,3,6,16.0
5,2,5,11.5
24,3,17,20.33333
20,3,17,20.33333
25,3,5,16.0
5,3,5,16.0
26,3,6,17.0
6,3,6,17.0
7,3,7,13.66667
7,3,7,13.66667
28,3,8,18.66667
8,3,8,18.66667
2,3,2,13.33333
9,3,2,13.33333
30,3,10,20.33333
10,3,10,20.33333
8,3,8,16.66667
11,3,8,16.66667
32,3,12,22.0
12,3,12,22.0
33,3,13,23.0
13,3,13,23.0
9,3,9,19.0
14,3,9,19.0
35,3,15,24.66667
15,3,15,24.66667
36,3,16,25.66667
16,3,16,25.66667
10,3,10,21.33333
17,3,10,21.33333
38,3,18,27.33333
18,3,18,27.33333
39,3,19,28.33333
19,3,19,28.33333
11,3,11,23.66667
20,3,11,23.66667
21,3,1,21.0
1,3,1,21.0
22,3,2,22.0
2,3,2,22.0
23,3,3,23.0
3,3,3,23.0
24,3,4,24.0
4,3,4,24.0
25,3,5,25.0
5,3,5,25.0
26,3,6,26.0
6,3,6,26.0
27,3,7,27.0
7,3,7,27.0
12,3,12,29.33333
28,3,12,29.33333
29,3,1,26.33333
1,3,1,26.33333
30,3,1,27.0
1,3,1,27.0
31,3,2,28.0
2,3,2,28.0
21,3,8,27.0
8,3,8,27.0
22,3,9,28.0
9,3,9,28.0
23,3,13,30.0
13,3,13,30.0
32,3,3,30.0
3,3,3,30.0
33,3,4,31.0
4,3,4,31.0
34,3,2,31.0
2,3,2,31.0
24,3,10,30.66667
10,3,10,30.66667
25,3,11,31.66667
11,3,11,31.66667
26,3,14,33.33333
14,3,14,33.33333
35,3,12,36.0
12,3,12,36.0
6,2,6,24.0
15,3,15,37.66667
36,3,15,37.66667
37,3,13,37.66667
13,3,13,37.66667
27,3,14,35.0
14,3,14,35.0
28,3,1,31.33333
1,3,1,31.33333
29,3,2,32.33333
2,3,2,32.33333
30,3,16,37.66667
16,3,16,37.66667
38,3,5,37.0
5,3,5,37.0
39,3,6,38.0
6,3,6,38.0
40,3,3,37.66667
3,3,3,37.66667
41,3,7,39.66667
7,3,7,39.66667
42,3,8,40.66667
8,3,8,40.66667
43,3,9,41.66667
9,3,9,41.66667
44,3,4,40.66667
4,3,4,40.66667
7,2,7,28.5
45,3,10,43.33333
10,3,10,43.33333
46,3,11,44.33333
11,3,11,44.33333
47,3,5,43.0
5,3,5,43.0
94,3,28,53.0
37,3,28,53.0
95,3,29,54.0
38,3,29,54.0
96,3,30,55.0
39,3,30,55.0
40,3,22,53.0
22,3,22,53.0
98,3,31,56.66667
41,3,31,56.66667
42,3,3,48.0
3,3,3,48.0
100,3,32,58.33333
43,3,32,58.33333
10,2,10,40.0
101,3,33,59.33333
44,3,33,59.33333
11,2,11,41.0
102,3,34,60.33333
45,3,34,60.33333
46,3,4,51.0
4,3,4,51.0
47,3,23,58.0
23,3,23,58.0
48,3,26,59.66667
26,3,26,59.66667
49,3,27,60.66667
27,3,27,60.66667
50,3,28,61.66667
28,3,28,61.66667
51,3,3,54.0
3,3,3,54.0
52,3,29,63.33333
29,3,29,63.33333
53,3,24,62.33333
24,3,24,62.33333
111,3,35,66.66667
54,3,35,66.66667
1,2,1,40.0
112,3,36,67.66667
55,3,36,67.66667
12,2,12,46.0
113,3,37,68.66667
56,3,37,68.66667
57,3,25,65.33333
25,3,25,65.33333
115,3,38,70.33333
58,3,38,70.33333
59,3,30,68.33333
30,3,30,68.33333
60,3,31,69.33333
31,3,31,69.33333
61,3,32,70.33333
32,3,32,70.33333
62,3,26,69.0
26,3,26,69.0
63,3,4,62.33333
4,3,4,62.33333
64,3,27,70.66667
27,3,27,70.66667
65,3,33,73.33333
33,3,33,73.33333
66,3,34,74.33333
34,3,34,74.33333
67,3,5,65.33333
5,3,5,65.33333
68,3,35,76.0
35,3,35,76.0
13,2,13,52.5
126,3,39,74.33333
58,3,39,74.33333
127,3,40,75.33333
59,3,40,75.33333
128,3,41,76.33333
60,3,41,76.33333
28,3,28,72.66667
61,3,28,72.66667
130,3,5,65.66667
5,3,5,65.66667
69,3,36,78.66667
36,3,36,78.66667
70,3,37,79.66667
37,3,37,79.66667
71,3,38,80.66667
38,3,38,80.66667
72,3,39,81.66667
39,3,39,81.66667
73,3,6,71.33333
6,3,6,71.33333
74,3,29,79.66667
29,3,29,79.66667
1,2,1,1.0
2,2,2,2.0
3,2,3,3.0
4,2,4,4.0
1,3,1,1.0
1,3,1,1.0
5,2,5,5.0
2,3,2,2.0
2,3,2,2.0
6,2,6,6.0
3,3,3,3.0
3,3,3,3.0
7,2,7,7.0
4,3,4,4.0
4,3,4,4.0
5,2,5,5.0
6,2,6,6.0
8,2,8,8.0
7,3,5,6.33333
7,3,5,6.33333
9,2,9,9.0
8,3,6,7.33333
8,3,6,7.33333
10,2,10,10.0
9,3,7,8.33333
9,3,7,8.33333
11,2,11,11.0
10,3,8,9.33333
10,3,8,9.33333
12,2,12,12.0
11,3,9,10.33333
11,3,9,10.33333
13,2,13,13.0
12,3,10,11.33333
12,3,10,11.33333
14,2,14,14.0
13,3,11,12.33333
13,3,11,12.33333
15,2,15,15.0
14,3,12,13.33333
14,3,12,13.33333
16,2,16,16.0
15,3,13,14.33333
15,3,13,14.33333
1,2,1,1.0
2,2,2,2.0
3,2,3,3.0
4,2,4,4.0
5,2,5,5.0
16,3,14,15.33333
16,3,14,15.33333
6,2,6,6.0
17,3,15,16.33333
17,3,15,16.33333
7,2,7,7.0
18,3,16,17.33333
18,3,16,17.33333
8,2,8,8.0
19,3,17,18.33333
19,3,17,18.33333
9,2,9,9.0
20,2,20,20.0
10,2,10,10.0
21,2,21,21.0
11,2,11,11.0
22,3,18,20.66667
22,3,18,20.66667
12,2,12,12.0
23,3,19,21.66667
23,3,19,21.66667
13,2,13,13.0
24,3,20,22.66667
24,3,20,22.66667
14,2,14,14.0
25,3,21,23.66667
25,3,21,23.66667
15,2,15,15.0
26,3,22,24.66667
26,3,22,24.66667
27,3,23,25.66667
27,3,23,25.66667
16,2,16,16.0
17,2,17,17.0
18,2,18,18.0
19,2,19,19.0
20,2,20,20.0
21,2,21,21.0
22,2,22,22.0
1,2,1,1.0
1,2,1,1.5
26,2,23,24.5
2,2,2,2.5
3,2,3,3.5
2,2,2,3.5
4,2,4,5.0
34,2,24,29.0
3,2,3,5.0
4,2,4,6.0
38,2,25,31.5
5,2,5,7.0
5,2,5,7.5
41,2,26,33.5
6,2,6,8.5
6,2,6,9.0
7,2,7,10.0
42,2,27,34.5
7,2,7,10.5
43,2,28,35.5
8,2,8,11.5
44,2,29,36.5
1,2,1,1.0
2,2,2,2.0
1,2,1,2.0
2,2,2,3.0
3,2,3,4.0
6,2,3,4.5
7,2,4,5.5
4,2,4,6.0
9,2,5,7.0
5,2,5,7.5
11,2,6,8.5
12,2,7,9.5
13,2,8,10.5
6,2,6,10.0
15,2,9,12.0
7,2,7,11.5
8,2,8,12.5
18,2,10,14.0
9,2,9,14.0
10,2,10,15.0
21,2,11,16.0
22,2,12,17.0
23,2,13,18.0
32,3,1,36.0
1,3,1,36.0
47,3,2,41.66667
2,3,2,41.66667
35,2,16,25.5
8,3,3,29.33333
3,3,3,29.33333
36,2,17,26.5
33,3,4,38.33333
4,3,4,38.33333
37,2,18,27.5
6,3,5,30.0
5,3,5,30.0
38,2,19,28.5
7,3,6,31.0
6,3,6,31.0
34,3,34,96.0
90,3,34,96.0
39,2,20,29.5
91,3,9,88.33333
9,3,9,88.33333
40,2,21,30.5
92,3,10,89.33333
10,3,10,89.33333
35,3,7,41.0
7,3,7,41.0
41,2,22,31.5
8,3,8,32.66667
8,3,8,32.66667
42,2,23,32.5
9,3,9,33.66667
9,3,9,33.66667
36,3,36,98.66667
93,3,36,98.66667
16,2,16,79.0
94,3,48,103.33333
48,3,48,103.33333
43,2,24,33.5
95,3,11,91.66667
11,3,11,91.66667
44,2,25,34.5
37,3,10,43.66667
10,3,10,43.66667
45,2,26,35.5
10,3,10,35.33333
11,3,10,35.33333
46,2,27,36.5
11,3,11,36.33333
12,3,11,36.33333
38,3,13,46.0
13,3,13,46.0
47,2,28,37.5
12,3,12,38.0
14,3,12,38.0
48,2,29,38.5
13,3,13,39.0
15,3,13,39.0
90,3,16,49.33333
16,3,16,49.33333
39,3,17,49.0
17,3,17,49.0
49,2,30,39.5
14,3,14,41.33333
18,3,14,41.33333
50,2,31,40.5
15,3,15,42.33333
19,3,15,42.33333
40,3,20,51.33333
20,3,20,51.33333
51,2,32,41.5
16,3,16,44.0
21,3,16,44.0
52,2,33,42.5
17,3,17,45.0
22,3,17,45.0
41,3,23,53.66667
23,3,23,53.66667
53,2,34,43.5
18,3,18,46.66667
24,3,18,46.66667
54,2,35,44.5
19,3,19,47.66667
25,3,19,47.66667
42,3,26,56.0
26,3,26,56.0
1,2,1,11.5
55,2,36,45.5
12,3,12,46.66667
27,3,12,46.66667
2,2,2,12.5
56,2,37,46.5
13,3,13,47.66667
28,3,13,47.66667
43,3,29,58.33333
29,3,29,58.33333
57,2,38,47.5
14,3,14,49.33333
30,3,14,49.33333
9,2,9,21.5
67,2,44,55.5
35,2,17,26.0
36,2,18,27.0
37,2,19,28.0
38,2,20,29.0
39,2,21,30.0
40,2,22,31.0
41,2,23,32.0
42,2,24,33.0
43,2,25,34.0
32,4,1,16.5
9,4,1,16.5
1,4,1,16.5
44,2,26,35.0
33,4,2,17.5
10,4,2,17.5
2,4,2,17.5
45,2,27,36.0
34,4,3,18.5
11,4,3,18.5
3,4,3,18.5
28,2,28,31.5
29,2,29,32.5
30,2,30,33.5
46,2,28,37.0
38,4,4,20.25
12,4,4,20.25
4,4,4,20.25
31,2,31,35.0
32,2,32,36.0
47,2,29,38.0
41,4,5,21.75
13,4,5,21.75
5,4,5,21.75
48,2,30,39.0
42,4,6,22.75
14,4,6,22.75
6,4,6,22.75
49,2,31,40.0
43,4,7,23.75
15,4,7,23.75
7,4,7,23.75
50,2,32,41.0
44,4,8,24.75
16,4,8,24.75
8,4,8,24.75
51,2,33,42.0
45,4,9,25.75
17,4,9,25.75
9,4,9,25.75
52,2,34,43.0
46,4,10,26.75
18,4,10,26.75
10,4,10,26.75
53,2,35,44.0
47,4,11,27.75
19,4,11,27.75
11,4,11,27.75
45,2,30,37.5
46,2,31,38.5
47,2,32,39.5
48,2,33,40.5
49,2,34,41.5
50,2,35,42.5
20,2,20,27.5
48,2,36,42.0
51,2,36,43.5
21,2,21,29.0
10,2,10,22.5
24,2,24,46.0
25,2,25,47.0
26,2,26,48.0
27,2,27,49.0
11,2,11,25.0
72,2,45,58.5
28,2,28,50.5
12,2,12,27.0
74,2,46,60.0
13,2,13,28.0
75,2,47,61.0
14,2,14,29.0
76,2,48,62.0
15,2,15,30.0
77,2,29,53.0
46,3,42,69.0
42,3,42,69.0
20,3,20,61.0
43,3,20,61.0
47,3,44,70.66667
44,3,44,70.66667
21,3,21,62.66667
45,3,21,62.66667
48,3,46,72.33333
46,3,46,72.33333
124,3,43,71.33333
47,3,43,71.33333
49,3,48,74.0
48,3,48,74.0
22,3,22,65.66667
49,3,22,65.66667
50,3,50,75.66667
50,3,50,75.66667
128,3,44,74.33333
51,3,44,74.33333
111,2,61,86.0
23,3,23,68.0
52,3,23,68.0
24,3,24,69.0
53,3,24,69.0
51,3,51,78.66667
54,3,51,78.66667
132,3,45,77.33333
55,3,45,77.33333
133,3,46,78.33333
56,3,46,78.33333
25,3,25,72.0
57,3,25,72.0
52,3,52,81.66667
58,3,52,81.66667
26,3,26,73.66667
59,3,26,73.66667
53,3,53,83.33333
60,3,53,83.33333
